Nr;ID;Name;Age;Nationality;Club;Club Logo;Value;Wage;Preferred Foot;Position;Height;Weight
9113;155980;D. Bičík;37;Czech Republic;Sparta Praha;https://cdn.sofifa.org/teams/2/light/267.png;€40K;€1K;Right;GK;6'4;201lbs
9114;222540;N. Vergos;22;Greece;Panathinaikos FC;https://cdn.sofifa.org/teams/2/light/1884.png;€1M;€1K;Right;ST;6'0;170lbs
9115;223052;J. Narváez;27;Ecuador;;https://cdn.sofifa.org/flags/57.png;€ 0;€ 0;Right;RB;6'0;159lbs
9116;228684;R. Nyambe;20;Namibia;Blackburn Rovers;https://cdn.sofifa.org/teams/2/light/3.png;€1M;€8K;Right;RB;6'0;168lbs
9117;231244;E. Reséndez;22;Mexico;Monterrey;https://cdn.sofifa.org/teams/2/light/1032.png;€850K;€7K;Right;GK;6'1;159lbs
9118;231500;D. Widgren;24;Sweden;Östersunds FK;https://cdn.sofifa.org/teams/2/light/113173.png;€700K;€2K;Left;LB;5'11;165lbs
9119;178508;A. Cocco;32;Italy;Pescara;https://cdn.sofifa.org/teams/2/light/200.png;€525K;€2K;Right;ST;6'0;165lbs
9120;198733;O. Kefkir;26;Germany;KFC Uerdingen 05;https://cdn.sofifa.org/teams/2/light/167.png;€700K;€3K;Left;LM;5'8;159lbs
9121;210253;J. Tutuarima;25;Netherlands;De Graafschap;https://cdn.sofifa.org/teams/2/light/635.png;€675K;€2K;Left;LWB;5'7;148lbs
9122;236877;Bruno Leite;23;Cape Verde;FK Haugesund;https://cdn.sofifa.org/teams/2/light/1463.png;€975K;€2K;Right;CM;6'0;165lbs
9123;204622;J. Meekings;25;England;Dundee FC;https://cdn.sofifa.org/teams/2/light/180.png;€675K;€2K;Right;CB;6'0;172lbs
9124;222286;G. Lloris;22;France;OGC Nice;https://cdn.sofifa.org/teams/2/light/72.png;€750K;€7K;Left;CB;6'3;183lbs
9125;211791;M. Konczkowski;24;Poland;Piast Gliwice;https://cdn.sofifa.org/teams/2/light/111086.png;€675K;€2K;Right;RB;5'11;163lbs
9126;213327;A. Jovanović;28;Australia;Jeju United FC;https://cdn.sofifa.org/teams/2/light/1478.png;€525K;€2K;Right;LCB;6'5;183lbs
9127;226127;C. Depres;23;France;Nîmes Olympique;https://cdn.sofifa.org/teams/2/light/224.png;€850K;€5K;Right;ST;6'3;183lbs
9128;231247;B. Cufré;21;Argentina;Vélez Sarsfield;https://cdn.sofifa.org/teams/2/light/101088.png;€975K;€3K;Left;LB;5'10;181lbs
9129;235855;J. Asoro;19;Sweden;Swansea City;https://cdn.sofifa.org/teams/2/light/1960.png;€1.4M;€5K;Right;ST;5'9;165lbs
9130;176207;R. Boguski;34;Poland;Wisła Kraków;https://cdn.sofifa.org/teams/2/light/1873.png;€325K;€3K;Right;RM;5'8;152lbs
9131;184143;A. Jacobsen;28;Denmark;Odense Boldklub;https://cdn.sofifa.org/teams/2/light/272.png;€675K;€5K;Right;ST;6'0;168lbs
9132;213328;S. Miangue;21;Belgium;Standard de Liège;https://cdn.sofifa.org/teams/2/light/232.png;€850K;€6K;Left;LB;6'4;179lbs
9133;214608;A. Bernal;30;Colombia;América de Cali;https://cdn.sofifa.org/teams/2/light/101099.png;€475K;€2K;Right;LDM;6'0;176lbs
9134;215376;E. Capradossi;22;Italy;Spezia;https://cdn.sofifa.org/teams/2/light/110741.png;€850K;€12K;Right;CB;5'11;161lbs
9135;224592;F. Perucchini;26;Italy;Ascoli;https://cdn.sofifa.org/teams/2/light/1847.png;€575K;€1K;Left;GK;6'3;196lbs
9136;229968;T. Agyepong;22;Ghana;Hibernian;https://cdn.sofifa.org/teams/2/light/81.png;€900K;€2K;Right;LM;5'7;161lbs
9137;242768;G. Kharaishvili;21;Georgia;IFK Göteborg;https://cdn.sofifa.org/teams/2/light/319.png;€950K;€1K;Right;LW;6'0;161lbs
9138;243792;Iñigo Vicente;20;Spain;Athletic Club de Bilbao;https://cdn.sofifa.org/teams/2/light/448.png;€1.2M;€5K;Right;CAM;5'10;148lbs
9139;205393;J. Baldwin;25;England;Sunderland;https://cdn.sofifa.org/teams/2/light/106.png;€725K;€4K;Right;LCB;6'1;154lbs
9140;221521;R. Dekker;23;Netherlands;PEC Zwolle;https://cdn.sofifa.org/teams/2/light/1914.png;€850K;€3K;Right;CM;5'9;143lbs
9141;225105;Cristo González;20;Spain;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;€1.2M;€26K;Right;ST;5'10;163lbs
9142;234577;Diogo Costa;18;Portugal;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;€1.1M;€1K;Right;GK;6'2;179lbs
9143;240209;G. Koyalipou;18;France;Chamois Niortais Football Club;https://cdn.sofifa.org/teams/2/light/1813.png;€1.2M;€1K;Right;RM;6'0;168lbs
9144;243793;Alan Sousa;21;Brazil;Vejle Boldklub;https://cdn.sofifa.org/teams/2/light/822.png;€1.1M;€3K;Left;RS;5'9;154lbs
9145;244305;R. Ramírez;22;Venezuela;Fortuna Sittard;https://cdn.sofifa.org/teams/2/light/634.png;€725K;€2K;Right;CB;5'11;174lbs
9146;184657;S. Fischer;29;Netherlands;Vendsyssel FF;https://cdn.sofifa.org/teams/2/light/111660.png;€500K;€4K;Right;LCB;6'0;179lbs
9147;186449;L. Kelly;28;Scotland;Coventry City;https://cdn.sofifa.org/teams/2/light/1800.png;€525K;€3K;Right;CDM;6'2;194lbs
9148;190545;C. Dorda;29;Germany;KFC Uerdingen 05;https://cdn.sofifa.org/teams/2/light/167.png;€475K;€3K;Left;LB;6'0;176lbs
9149;202322;N. Næss;25;Norway;SC Heerenveen;https://cdn.sofifa.org/teams/2/light/1913.png;€675K;€3K;Right;CB;6'0;181lbs
9150;214354;D. Asprilla;26;Colombia;Portland Timbers;https://cdn.sofifa.org/teams/2/light/111140.png;€750K;€3K;Right;RM;5'11;165lbs
9151;232786;K. Endo;20;Japan;Yokohama F. Marinos;https://cdn.sofifa.org/teams/2/light/101151.png;€950K;€2K;Right;LW;5'9;146lbs
9152;183122;B. Sævarsson;33;Iceland;;https://cdn.sofifa.org/flags/24.png;€ 0;€ 0;Right;RB;6'2;163lbs
9153;198740;A. Acosta;30;Mexico;Tigres U.A.N.L.;https://cdn.sofifa.org/teams/2/light/1970.png;€475K;€13K;Left;LB;5'7;157lbs
9154;203348;S. Carruthers;25;Republic of Ireland;Oxford United;https://cdn.sofifa.org/teams/2/light/1951.png;€800K;€4K;Right;CAM;5'8;154lbs
9155;207956;P. Mpanzu;24;England;Luton Town;https://cdn.sofifa.org/teams/2/light/1923.png;€850K;€3K;Right;RCM;5'9;157lbs
9156;215380;G. Milan;30;Argentina;Tiburones Rojos de Veracruz;https://cdn.sofifa.org/teams/2/light/110145.png;€475K;€3K;Right;CB;6'4;203lbs
9157;162388;K. Chiba;33;Japan;Sanfrecce Hiroshima;https://cdn.sofifa.org/teams/2/light/113157.png;€260K;€4K;Right;CB;6'0;170lbs
9158;239956;M. Boadu;17;Netherlands;AZ Alkmaar;https://cdn.sofifa.org/teams/2/light/1906.png;€1.3M;€3K;Right;ST;5'11;143lbs
9159;162901;C. Doyle;33;Republic of Ireland;Heart of Midlothian;https://cdn.sofifa.org/teams/2/light/80.png;€325K;€2K;Right;GK;6'5;203lbs
9160;235093;Fran Rodríguez;23;Spain;UD Almería;https://cdn.sofifa.org/teams/2/light/1861.png;€750K;€2K;Right;RB;5'9;150lbs
9161;239957;S. Jakubiak;25;Germany;Heracles Almelo;https://cdn.sofifa.org/teams/2/light/100634.png;€700K;€2K;Right;CDM;5'9;148lbs
9162;189013;M. Buchalik;29;Poland;Wisła Kraków;https://cdn.sofifa.org/teams/2/light/1873.png;€500K;€2K;Right;GK;6'3;183lbs
9163;199510;N. Proschwitz;31;Germany;SV Meppen;https://cdn.sofifa.org/teams/2/light/110597.png;€575K;€1K;Right;ST;6'4;190lbs
9164;226646;F. Banguero;29;Colombia;Millonarios FC;https://cdn.sofifa.org/teams/2/light/101105.png;€475K;€2K;Left;LB;6'0;163lbs
9165;228182;M. El-Shenawy;29;Egypt;;https://cdn.sofifa.org/flags/111.png;€ 0;€ 0;Right;GK;6'3;190lbs
9166;232790;H. Iikura;32;Japan;Yokohama F. Marinos;https://cdn.sofifa.org/teams/2/light/101151.png;€375K;€2K;Right;GK;5'11;165lbs
9167;238678;K. Gehring;30;Germany;SG Sonnenhof Großaspach;https://cdn.sofifa.org/teams/2/light/111379.png;€475K;€2K;Right;LCB;6'4;187lbs
9168;173654;P. McGowan;30;Scotland;Dundee FC;https://cdn.sofifa.org/teams/2/light/180.png;€600K;€3K;Right;CAM;5'7;143lbs
9169;178006;J. Pierazzi;33;France;GFC Ajaccio;https://cdn.sofifa.org/teams/2/light/110316.png;€260K;€2K;Right;CDM;6'1;165lbs
9170;181846;Wang Yongpo;31;China PR;Tianjin Quanjian FC;https://cdn.sofifa.org/teams/2/light/112983.png;€550K;€7K;Right;CAM;5'10;157lbs
9171;183894;M. Sánchez;30;Argentina;San Martín de San Juan;https://cdn.sofifa.org/teams/2/light/111713.png;€475K;€4K;Right;CDM;5'8;157lbs
9172;203095;S. Gannon;26;Republic of Ireland;Dundalk;https://cdn.sofifa.org/teams/2/light/837.png;€625K;€1K;Right;RB;6'0;148lbs
9173;240215;C. Capone;19;Italy;Pescara;https://cdn.sofifa.org/teams/2/light/200.png;€1.4M;€4K;Right;LW;6'0;165lbs
9174;177495;C. Taylor;31;England;Blackpool;https://cdn.sofifa.org/teams/2/light/1926.png;€575K;€3K;Right;LM;6'0;161lbs
9175;193111;R. Lange;29;Germany;FSV Zwickau;https://cdn.sofifa.org/teams/2/light/110592.png;€475K;€1K;Left;LM;5'10;168lbs
9176;215384;A. Keita;26;Guinea;Os Belenenses;https://cdn.sofifa.org/teams/2/light/1889.png;€800K;€3K;Right;ST;6'0;174lbs
9177;225368;B. Gueye;23;Senegal;SC Paderborn 07;https://cdn.sofifa.org/teams/2/light/10030.png;€900K;€4K;Right;LS;6'4;185lbs
9178;239704;K. Wagner;21;Germany;FC Würzburger Kickers;https://cdn.sofifa.org/teams/2/light/110197.png;€725K;€2K;Left;LB;6'0;172lbs
9179;110680;Xisco Campos;36;Spain;RCD Mallorca;https://cdn.sofifa.org/teams/2/light/453.png;€70K;€2K;Right;RCB;5'11;163lbs
9180;200793;C. Robertson;24;Scotland;Rotherham United;https://cdn.sofifa.org/teams/2/light/1797.png;€675K;€8K;Left;LCB;6'2;168lbs
9181;139609;C. Conway;33;Scotland;Blackburn Rovers;https://cdn.sofifa.org/teams/2/light/3.png;€400K;€12K;Right;LM;5'7;148lbs
9182;229721;Jajá;23;Brazil;Kalmar FF;https://cdn.sofifa.org/teams/2/light/1439.png;€825K;€1K;Left;CM;5'10;154lbs
9183;173401;A. Vanins;38;Latvia;FC Zürich;https://cdn.sofifa.org/teams/2/light/894.png;€40K;€2K;Right;GK;6'1;187lbs
9184;187225;O. Mendoza;29;Mexico;Club Tijuana;https://cdn.sofifa.org/teams/2/light/111678.png;€475K;€6K;Right;RB;5'8;159lbs
9185;198490;A. Faltsetas;30;Sweden;BK Häcken;https://cdn.sofifa.org/teams/2/light/711.png;€600K;€2K;Right;RCM;5'11;174lbs
9186;216154;J. Elsey;24;Australia;Adelaide United;https://cdn.sofifa.org/teams/2/light/111393.png;€675K;€1K;Right;RCB;6'2;176lbs
9187;236378;A. Plizzari;18;Italy;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€1.1M;€4K;Right;GK;6'2;161lbs
9188;116314;D. Martin;32;England;Millwall;https://cdn.sofifa.org/teams/2/light/97.png;€375K;€3K;Right;GK;6'2;190lbs
9189;186970;Gu Cao;30;China PR;Henan Jianye FC;https://cdn.sofifa.org/teams/2/light/111779.png;€475K;€4K;Right;CB;6'0;165lbs
9190;235867;L. Strizzolo;26;Italy;Cittadella;https://cdn.sofifa.org/teams/2/light/111993.png;€825K;€1K;Right;ST;6'2;183lbs
9191;236635;Juan Rodríguez;23;Spain;Real Sporting de Gijón;https://cdn.sofifa.org/teams/2/light/459.png;€750K;€3K;Right;CB;6'0;183lbs
9192;215132;S. Moyano;27;Argentina;Gimnasia y Esgrima La Plata;https://cdn.sofifa.org/teams/2/light/101084.png;€550K;€3K;Right;GK;6'2;172lbs
9193;233564;A. Schetino;24;Uruguay;Cosenza;https://cdn.sofifa.org/teams/2/light/112168.png;€775K;€11K;Right;CDM;6'0;161lbs
9194;236636;A. Caci;21;France;RC Strasbourg Alsace;https://cdn.sofifa.org/teams/2/light/76.png;€925K;€4K;Right;CDM;6'0;154lbs
9195;209757;V. Janjetović;30;Australia;Western Sydney Wanderers;https://cdn.sofifa.org/teams/2/light/112427.png;€425K;€2K;Right;GK;6'2;185lbs
9196;225117;N. Haas;22;Switzerland;Palermo;https://cdn.sofifa.org/teams/2/light/1843.png;€1.1M;€7K;Right;CM;5'11;163lbs
9197;225629;T. Valls;22;France;Nîmes Olympique;https://cdn.sofifa.org/teams/2/light/224.png;€850K;€5K;Left;CM;5'11;165lbs
9198;238685;P. Herrmann;30;Germany;Holstein Kiel;https://cdn.sofifa.org/teams/2/light/576.png;€475K;€4K;Right;RB;5'10;185lbs
9199;183645;C. Ramsebner;29;Austria;LASK Linz;https://cdn.sofifa.org/teams/2/light/252.png;€500K;€4K;Right;RCB;6'3;183lbs
9200;205406;L. Martinelli;29;Italy;Foggia;https://cdn.sofifa.org/teams/2/light/110911.png;€500K;€1K;Right;LCB;6'1;161lbs
9201;145758;Freire;28;Brazil;Shimizu S-Pulse;https://cdn.sofifa.org/teams/2/light/101149.png;€525K;€2K;Right;LCB;6'2;181lbs
9202;155998;T. Černý;33;Czech Republic;Aberdeen;https://cdn.sofifa.org/teams/2/light/77.png;€325K;€2K;Left;GK;6'0;183lbs
9203;242270;N. Spalek;21;Slovakia;Brescia;https://cdn.sofifa.org/teams/2/light/190.png;€1M;€1K;Right;RW;5'7;139lbs
9204;178014;N. Madonna;31;Italy;Padova;https://cdn.sofifa.org/teams/2/light/110912.png;€425K;€1K;Right;RWB;6'0;159lbs
9205;183646;M. Kobras;32;Austria;SCR Altach;https://cdn.sofifa.org/teams/2/light/15009.png;€375K;€3K;Right;GK;6'0;176lbs
9206;185438;N. Bärkroth;26;Sweden;Djurgårdens IF;https://cdn.sofifa.org/teams/2/light/710.png;€750K;€2K;Right;RW;5'8;165lbs
9207;205663;M. Busellato;25;Italy;Foggia;https://cdn.sofifa.org/teams/2/light/110911.png;€775K;€1K;Right;CM;5'9;161lbs
9208;170591;M. Stein;32;Germany;FC Energie Cottbus;https://cdn.sofifa.org/teams/2/light/162.png;€375K;€1K;Right;RCB;6'0;165lbs
9209;207712;N. Bertrams;25;Netherlands;FC Nordsjælland;https://cdn.sofifa.org/teams/2/light/1788.png;€625K;€3K;Right;GK;6'1;179lbs
9210;217696;A. Doukha;31;Algeria;Al Raed;https://cdn.sofifa.org/teams/2/light/112392.png;€400K;€5K;Right;GK;6'1;187lbs
9211;218464;E. Quiñones;29;Colombia;Millonarios FC;https://cdn.sofifa.org/teams/2/light/101105.png;€625K;€2K;Left;LM;5'9;172lbs
9212;221024;A. Sørensen;22;Denmark; SSV Jahn Regensburg;https://cdn.sofifa.org/teams/2/light/543.png;€850K;€8K;Right;RCB;6'3;174lbs
9213;241248;Wang Zhuo;28;China PR;Guizhou Hengfeng FC;https://cdn.sofifa.org/teams/2/light/112977.png;€525K;€4K;Right;GK;6'2;205lbs
9214;188257;B. Easton;30;Scotland;St. Johnstone FC;https://cdn.sofifa.org/teams/2/light/100804.png;€475K;€2K;Left;LB;6'0;168lbs
9215;199010;A. Boyle;27;Republic of Ireland;Dundee FC;https://cdn.sofifa.org/teams/2/light/180.png;€625K;€4K;Left;CB;5'10;170lbs
9216;237410;V. Kravets;20;Ukraine;CD Lugo;https://cdn.sofifa.org/teams/2/light/110831.png;€900K;€2K;Left;LB;6'1;172lbs
9217;173666;N. Law;30;England;Exeter City;https://cdn.sofifa.org/teams/2/light/143.png;€600K;€4K;Right;LM;5'10;161lbs
9218;243554;Basilio;34;Spain;CF Rayo Majadahonda;https://cdn.sofifa.org/teams/2/light/110066.png;€260K;€2K;Right;GK;6'1;183lbs
9219;183138;K. Pearce;28;Barbados;Mansfield Town;https://cdn.sofifa.org/teams/2/light/1940.png;€525K;€6K;Right;CB;6'2;209lbs
9220;235619;M. Edwards;19;England;Excelsior;https://cdn.sofifa.org/teams/2/light/1971.png;€1.4M;€10K;Left;RM;5'9;134lbs
9221;105827;P. Brożek;35;Poland;Wisła Kraków;https://cdn.sofifa.org/teams/2/light/1873.png;€300K;€2K;Right;ST;5'11;159lbs
9222;245091;L. Ravanelli;21;Italy;Padova;https://cdn.sofifa.org/teams/2/light/110912.png;€875K;€9K;Right;RCB;6'2;165lbs
9223;193123;A. Taylor;27;Wales;Northampton Town;https://cdn.sofifa.org/teams/2/light/1930.png;€600K;€5K;Right;RCB;6'4;168lbs
9224;214884;M. Nalepa;25;Poland;Lechia Gdańsk;https://cdn.sofifa.org/teams/2/light/111091.png;€725K;€3K;Right;RCB;6'3;176lbs
9225;222052;Lee Myung Jae;24;Korea Republic;Ulsan Hyundai FC;https://cdn.sofifa.org/teams/2/light/1473.png;€700K;€2K;Left;LB;5'11;165lbs
9226;241252;Tang Xin;27;China PR;Guizhou Hengfeng FC;https://cdn.sofifa.org/teams/2/light/112977.png;€525K;€4K;Left;LB;5'10;163lbs
9227;226405;A. Arregui;25;Argentina;San Martin de Tucumán;https://cdn.sofifa.org/teams/2/light/111714.png;€675K;€3K;Right;RCM;5'9;163lbs
9228;228197;H. El Sayed;26;Egypt;Ettifaq FC;https://cdn.sofifa.org/teams/2/light/112096.png;€625K;€8K;Left;LB;5'7;150lbs
9229;186725;D. Horst;32;United States;Real Salt Lake;https://cdn.sofifa.org/teams/2/light/111065.png;€375K;€2K;Right;CB;6'4;209lbs
9230;204134;Álex Barrera;27;Spain;Extremadura UD;https://cdn.sofifa.org/teams/2/light/469.png;€725K;€2K;Right;CM;6'3;172lbs
9231;221286;Ricardo Vaz;23;Portugal;CF Reus Deportiu;https://cdn.sofifa.org/teams/2/light/110854.png;€850K;€2K;Right;LM;5'8;150lbs
9232;238694;L. Röser;24;Germany;SG Dynamo Dresden;https://cdn.sofifa.org/teams/2/light/503.png;€900K;€6K;Right;ST;6'0;170lbs
9233;245350;C. Feraud;27;Ecuador;Al Hazem;https://cdn.sofifa.org/teams/2/light/113222.png;€550K;€4K;Right;CDM;5'6;134lbs
9234;238951;R. Eckardt;28;Germany;FC Carl Zeiss Jena;https://cdn.sofifa.org/teams/2/light/110591.png;€650K;€1K;Right;RDM;5'10;154lbs
9235;205672;K. Heerings;28;Netherlands;Fortuna Sittard;https://cdn.sofifa.org/teams/2/light/634.png;€525K;€3K;Left;CB;6'3;179lbs
9236;230504;Lorenzao Masca;34;Brazil;Cruzeiro;https://cdn.sofifa.org/teams/2/light/568.png;€350K;€9K;Right;ST;5'8;148lbs
9237;240744;M. Ojeda;19;Argentina;Racing Club;https://cdn.sofifa.org/teams/2/light/101085.png;€1.4M;€3K;Left;LM;5'10;163lbs
9238;242792;M. Ndockyt;19;Congo;RCD Mallorca;https://cdn.sofifa.org/teams/2/light/453.png;€1M;€3K;Left;CAM;5'10;139lbs
9239;193896;P. Funk;28;Germany;VfR Aalen;https://cdn.sofifa.org/teams/2/light/550.png;€525K;€1K;Right;LCM;5'10;170lbs
9240;209001;M. Fallatah;30;Saudi Arabia;Al Hilal;https://cdn.sofifa.org/teams/2/light/605.png;€625K;€11K;Right;ST;5'10;146lbs
9241;218729;Euller;23;Brazil;Al Shabab;https://cdn.sofifa.org/teams/2/light/111674.png;€800K;€7K;Left;LB;5'9;161lbs
9242;221801;Liao Lisheng;25;China PR;Guangzhou Evergrande Taobao FC;https://cdn.sofifa.org/teams/2/light/111839.png;€775K;€5K;Right;CDM;5'11;154lbs
9243;227945;S. Findlay;22;Scotland;Kilmarnock;https://cdn.sofifa.org/teams/2/light/82.png;€850K;€2K;Left;LCB;6'3;181lbs
9244;229993;H. Sönmez;27;Turkey;Atiker Konyaspor;https://cdn.sofifa.org/teams/2/light/101033.png;€675K;€6K;Right;ST;5'11;165lbs
9245;223082;W. Norris;24;England;Wolverhampton Wanderers;https://cdn.sofifa.org/teams/2/light/110.png;€650K;€10K;Left;GK;6'3;179lbs
9246;223594;M. Spano Rahou;23;France;Grenoble Foot 38;https://cdn.sofifa.org/teams/2/light/1805.png;€725K;€2K;Right;LCB;6'0;174lbs
9247;223850;L. Zarandia;22;Georgia;Arka Gdynia;https://cdn.sofifa.org/teams/2/light/111082.png;€1M;€2K;Left;RM;5'10;163lbs
9248;188522;Fábinho;33;Brazil;Philadelphia Union;https://cdn.sofifa.org/teams/2/light/112134.png;€250K;€2K;Left;LB;5'7;150lbs
9249;223339;Zé Manuel;27;Portugal;Santa Clara;https://cdn.sofifa.org/teams/2/light/1438.png;€675K;€2K;Right;LW;5'10;157lbs
9250;224875;B. Innocent;22;Nigeria;Malmö FF;https://cdn.sofifa.org/teams/2/light/320.png;€975K;€2K;Right;CDM;5'11;154lbs
9251;225387;L. Page;22;England;Charlton Athletic;https://cdn.sofifa.org/teams/2/light/89.png;€850K;€3K;Left;LB;5'10;159lbs
9252;228715;B. Van Durmen;21;Belgium;Royal Excel Mouscron;https://cdn.sofifa.org/teams/2/light/111560.png;€825K;€3K;Left;CDM;6'1;174lbs
9253;228971;Jano;31;Spain;SV Mattersburg;https://cdn.sofifa.org/teams/2/light/1785.png;€425K;€5K;Right;RCM;6'2;172lbs
9254;197996;E. Larsson;26;Sweden;Malmö FF;https://cdn.sofifa.org/teams/2/light/320.png;€625K;€2K;Right;RWB;5'9;150lbs
9255;200812;M. Ehmer;26;Germany;Gillingham;https://cdn.sofifa.org/teams/2/light/1802.png;€550K;€3K;Right;RCB;6'2;165lbs
9256;224108;V. Solomon-Otabor;22;Nigeria;Birmingham City;https://cdn.sofifa.org/teams/2/light/88.png;€1.1M;€7K;Right;LM;5'9;170lbs
9257;237420;V. Janjičić;19;Switzerland;Hamburger SV;https://cdn.sofifa.org/teams/2/light/28.png;€875K;€2K;Right;CDM;5'11;181lbs
9258;242028;R. Blanco;28;Argentina;Curicó Unido;https://cdn.sofifa.org/teams/2/light/112655.png;€650K;€2K;Left;CAM;5'4;141lbs
9259;190060;N. Toko;27;DR Congo;Al Fateh;https://cdn.sofifa.org/teams/2/light/112390.png;€650K;€8K;Right;RDM;5'9;154lbs
9260;210029;J. Rafferty;24;Republic of Ireland;Rochdale;https://cdn.sofifa.org/teams/2/light/1955.png;€725K;€2K;Right;RB;6'0;165lbs
9261;211565;Higinio;24;Spain;CD Numancia;https://cdn.sofifa.org/teams/2/light/477.png;€875K;€3K;Right;ST;6'0;174lbs
9262;230509;Danilo Sacrio;26;Brazil;Paraná;https://cdn.sofifa.org/teams/2/light/111048.png;€700K;€7K;Right;ST;5'9;159lbs
9263;234093;T. Szántó;22;Hungary;SK Rapid Wien;https://cdn.sofifa.org/teams/2/light/254.png;€1M;€5K;Right;CAM;5'10;161lbs
9264;173165;N. Ravaglia;29;Italy;US Cremonese;https://cdn.sofifa.org/teams/2/light/111434.png;€500K;€1K;Right;GK;6'0;185lbs
9265;229742;H. Alpsoy;21;Turkey;Antalyaspor;https://cdn.sofifa.org/teams/2/light/741.png;€975K;€4K;Right;CDM;6'1;172lbs
9266;210543;M. Migliorini;26;Italy;US Salernitana 1919;https://cdn.sofifa.org/teams/2/light/110373.png;€650K;€2K;Right;CB;6'4;190lbs
9267;230511;Emílio Trevões;30;Brazil;Vitória;https://cdn.sofifa.org/teams/2/light/1719.png;€625K;€5K;Left;ST;5'10;159lbs
9268;236399;L. Bergsma;21;Netherlands;AZ Alkmaar;https://cdn.sofifa.org/teams/2/light/1906.png;€875K;€3K;Right;CB;6'1;159lbs
9269;179055;A. Marciniak;29;Poland;Arka Gdynia;https://cdn.sofifa.org/teams/2/light/111082.png;€475K;€2K;Left;LB;6'1;172lbs
9270;183407;S. Kotysch;29;Germany;Sint-Truidense VV;https://cdn.sofifa.org/teams/2/light/680.png;€500K;€4K;Right;CB;6'2;168lbs
9271;202864;N. Peñailillo;26;Chile;Deportes Iquique;https://cdn.sofifa.org/teams/2/light/112531.png;€625K;€1K;Left;LB;6'0;165lbs
9272;224624;Fu Huan;24;China PR;Shanghai SIPG FC;https://cdn.sofifa.org/teams/2/light/112540.png;€725K;€4K;Right;RB;6'0;154lbs
9273;226928;B. Emir;30;Turkey;Göztepe SK;https://cdn.sofifa.org/teams/2/light/101026.png;€475K;€7K;Left;LB;5'10;161lbs
9274;230512;Flávio Triginho;34;Brazil;Botafogo;https://cdn.sofifa.org/teams/2/light/517.png;€350K;€7K;Right;ST;5'8;146lbs
9275;101488;D. Haas;34;Germany;FC Erzgebirge Aue;https://cdn.sofifa.org/teams/2/light/506.png;€260K;€2K;Right;GK;6'2;196lbs
9276;188272;Magno Novaes;35;Brazil;AS Béziers;https://cdn.sofifa.org/teams/2/light/113948.png;€150K;€1K;Right;GK;6'0;187lbs
9277;192624;S. Ferguson;26;Northern Ireland;Millwall;https://cdn.sofifa.org/teams/2/light/97.png;€700K;€5K;Left;LM;5'9;146lbs
9278;198257;S. Sinovic;31;United States;Sporting Kansas City;https://cdn.sofifa.org/teams/2/light/696.png;€425K;€2K;Left;LB;5'10;170lbs
9279;229745;B. Enobakhare;20;Nigeria;Kilmarnock;https://cdn.sofifa.org/teams/2/light/82.png;€1.4M;€14K;Right;RW;5'10;170lbs
